chunk_id,document_id,document_title,chunk_type,heading_bucket,score
23630,1472,堆石混凝土筑坝防渗设计与应用研究,text,__stage31_parent__:0:Page 1,207
23942,1517,水下堆石混凝土可行性研究,text,__stage31_parent__:3:试验方法 > Page 3,207
25661,1599,堆石混凝土断裂性能及堆石阻裂机理研究,text,__stage31_parent__:18:ABSTRACT > 1.3 本文主要内容 > 1.3.1 研究内容,207
35241,1810,堆石混凝土与胶凝砂砾石复合材料坝研究,text,__stage31_parent__:12:Abstract > Page 20,207
39117,1987,堆石混凝土坝概述及下一代混凝土坝施工技术展望（英文）,text,3 Innovations in the design and construction of RFC dams > 3.4 Optimization of raw material and the intelligent mixture,207
39585,2039,堆石混凝土(rock-filled concreteRFC ) 技术是在自密实混凝土(self-compacting concrete,text,Page 1 > Page 2,207
10944,1323,中低应变率下堆石混凝土动强度试验研究,text,10 fAB ff f,206
11961,1412,堆石混凝土技术在抽水蓄能电站中的应用,text,Page 1,206
12265,1445,堆石混凝土施工技术在新疆铁路及公路挡土墙工程中的应用,text,2 堆石混凝土的性能优势 > Page 2,206
13974,1575,基于介观模型的界面和骨料对堆石混凝土压拉强度敏感性影响研究,text,1 中取值 > Page 46,206
16054,1594,堆石混凝土强度性能及冻融耐久性的研究,text,二、非线性效应 > Page 61 > 3.4.3 B工程试验结果及分析,206
22865,1340,吉牛水电站堆石混凝土挡水大坝的设计与应用,text,__stage31_parent__:0:Page 1,206
23438,1438,堆石混凝土施工技术与工程应用,text,__stage31_parent__:0:Page 1,206
23810,1500,工程尺度堆石混凝土抗压性能试验研究,text,__stage31_parent__:0:Page 1,206
24201,1563,论堆石混凝土在堤防工程的施工技术,text,__stage31_parent__:0:Page 1,206
24346,1575,基于介观模型的界面和骨料对堆石混凝土压拉强度敏感性影响研究,text,__stage31_parent__:12:ABSTRACT > Page 15,206
25111,1589,堆石混凝土大坝施工缝层间强度研究,text,__stage31_parent__:13:2 RFC 试样制备及试验方案 > Page 19,206
25380,1594,堆石混凝土强度性能及冻融耐久性的研究,text,__stage31_parent__:14:ABSTRACT > Page 17,206
25388,1594,堆石混凝土强度性能及冻融耐久性的研究,text,__stage31_parent__:22:二、非线性效应 > Page 34,206
25424,1594,堆石混凝土强度性能及冻融耐久性的研究,text,__stage31_parent__:58:二、非线性效应 > Page 96,206
25526,1596,堆石混凝土抗压强度的尺寸效应研究,text,__stage31_parent__:38:参考文献,206
25557,1597,堆石混凝土抗拉性能及劈裂抗拉破坏机理,text,__stage31_parent__:23:ABSTRACT > Page 31,206
37521,1886,贵州地区堆石混凝土界面的微观及破坏机理分析,text,"__stage31_parent__:54:3 章中界面粘结强度试验结果进行对比分析,旨在探究堆石混凝土界面的粘结劈 > 8.1 本文结论",206
38900,1975,"[ 摘 要] 为了研究堆石混凝土 ( RFC) 在大坝建设中的性能表现, 本文通过现场试验和",text,Page 1 > Page 2,206
38906,1975,"[ 摘 要] 为了研究堆石混凝土 ( RFC) 在大坝建设中的性能表现, 本文通过现场试验和",text,2 堆石混凝土性能实验测试 > Page 5,206
39206,1993,"堆石混凝土 (rock-filled concrete, RFC)",text,1 RFC 宏细观力学性能研究方法 > Page 6 > 1.3.2.2 HSCC 相 > 1.3.2.3 交界面,206
42605,2253,摘 要:堆石混凝土 (RFC) 中堆石与自密实混凝土 (SCC) 形成的骨-胶界面处的粘结性能,text,Page 1 > Page 3,206
10902,1322,中低应变率下堆石混凝土动强度试验研究 (1),text,Page 1,205
11092,1334,双膨胀源材料层面堆石混凝土剪切性能及微观结构研究 (1),text,4 结语,205
12814,1490,复合材料理论预测堆石混凝土弹性模量 (1),text,Page 1,205
18655,1674,Mechanical and Physical Properties,text,Abstract > 4.1 Compressive Strength > 4.1.2 Large Specimen Test for Lyutang RFC Arch Dam,205
22936,1353,堆石混凝土(RFC)施工工法,text,__stage31_parent__:4:前 言 > Page 5,205
23694,1479,堆石混凝土综合性能的研究现状,text,__stage31_parent__:13:5 结论 > Page 9,205
38017,1904,RFC技术在新疆山口电站围堰施工中的应用实践,text,关 键 词 > Page 2,205
38018,1904,RFC技术在新疆山口电站围堰施工中的应用实践,text,关 键 词 > Page 2,205
42226,2215,"堆石混凝土( Rock-filled Concrete,RFC)技术是首先将",text,1 工程难点,205
13409,1541,考虑分层填充的非均质堆石混凝土温度研究 (1),text,RFC SCC > Page 9,204
13449,1542,考虑分层填充的非均质堆石混凝土温度研究,text,RFC SCC > Page 9,204
14337,1579,基于贵州地区的堆石混凝土尺寸效应及标准值研究,text,ABSTRACT > Page 31,204
15832,1592,堆石混凝土层间界面剪切力学性能研究,text,"10 多通道协调加载系统进行试验控制,可同时控制水平作动器和竖向作动器的加 > 5.1 本章概述",204
23023,1367,堆石混凝土在大体积混凝土中的温度场分析,text,__stage31_parent__:0:Page 1,204
23281,1407,堆石混凝土徐变影响因素数值分析,text,__stage31_parent__:1:1 引言,204
23819,1500,工程尺度堆石混凝土抗压性能试验研究,text,__stage31_parent__:9:3 试验结果与分析 > Page 8,204
29236,1810,堆石混凝土与胶凝砂砾石复合材料坝研究,text,Abstract > Page 17,204
33030,1872,胶结面缺陷对堆石混凝土宏观力学性能影响研究,text,Page 1,204
37470,1886,贵州地区堆石混凝土界面的微观及破坏机理分析,text,__stage31_parent__:3:ABSTRACT > Page 6,204
40958,2180,"堆石混凝土(rock-filled concrete,RFC)是将",text,2 试验结果与分析 > Page 6,204
42618,2253,摘 要:堆石混凝土 (RFC) 中堆石与自密实混凝土 (SCC) 形成的骨-胶界面处的粘结性能,text,4 结论 > Page 14,204
12581,1472,堆石混凝土筑坝防渗设计与应用研究,text,关键词,203
26694,1674,Mechanical and Physical Properties,text,__stage31_parent__:17:Abstract > 4.6 Impermeability,203
12927,1500,工程尺度堆石混凝土抗压性能试验研究,text,1 研究背景,202
13663,1563,论堆石混凝土在堤防工程的施工技术,text,Page 1,202
14375,1579,基于贵州地区的堆石混凝土尺寸效应及标准值研究,text,6 专用外加剂 型号 HSHG-T - > Page 64,202
15157,1587,堆石混凝土在某高坝上的应用研究与抗震分析,text,ABSTRACT > Page 37,202
16272,1596,堆石混凝土抗压强度的尺寸效应研究,text,4 骨料粒径对堆石混凝土力学性能的影响研究 > Page 40,202
16368,1597,堆石混凝土抗拉性能及劈裂抗拉破坏机理,text,ABSTRACT > Page 32,202
17629,1609,堆石混凝土综合性能试验与温度应力研究,text,6 未渗水 > 7.1 结论,202
22688,1314,C20自密实混凝土在堆石混凝土中的应用,text,__stage31_parent__:1:引言,202
22796,1328,再生大骨料自密实堆石混凝土力学性能研究,text,__stage31_parent__:1:1 试验研究 > 1.1 材料,202
23322,1415,堆石混凝土技术在水库大坝施工中的应用,text,__stage31_parent__:0:Page 1,202
23635,1473,堆石混凝土系列技术在西部水电工程中的应用,text,__stage31_parent__:0:Page 1,202
24724,1582,堆石混凝土三维有限元随机仿真模型的研究,text,__stage31_parent__:43:set environ > Page 73,202
31114,1848,宾汉姆流体的LBM-DEM方法及自密实混凝土复杂流动研究,text,Abstract > 1.2 堆石混凝土研究综述 > 1.2.1 堆石混凝土试验方法研究,202
33773,1886,贵州地区堆石混凝土界面的微观及破坏机理分析,text,"3 章中界面粘结强度试验结果进行对比分析,旨在探究堆石混凝土界面的粘结劈 > 8.1 本文结论",202
35336,1813,堆石混凝土坝中预制块模板的侧压力研究,text,__stage31_parent__:11:ABSTRACT > Page 13,202
35391,1814,堆石混凝土坝中预制块模板的稳定性研究,text,__stage31_parent__:12:ABSTRACT > Page 12,202
10522,1299,建筑废弃混凝土再生利用新技术的试验研究,text,引言,201
11272,1352,堆石混凝土(RFC)在布尔津山口电站围堰方案中的设计与应用,text,关键词 > Page 3,201
17664,1610,堆石混凝土缺陷对尺寸效应的影响研究,text,ABSTRACT > Page 19,201
23204,1395,堆石混凝土堤坝渗流的分析及加固研究,text,__stage31_parent__:1:2 堆石混凝土堤坝的渗流物理模型试验,201
23356,1424,堆石混凝土技术在长坑三级水库的应用,text,__stage31_parent__:0:Page 1,201
23412,1433,堆石混凝土抗压强度影响因素细观分析,text,__stage31_parent__:6:3 结果与分析 > 3.2 胶结面强度对堆石混凝土强度的影响,201
32703,1868,石门河水库工程施工组织设计,text,5 主体工程施工 > 5.3 坝体堆石材料性能指标 > 5.3.1 坝体堆石材料技术要求,201
15720,1591,堆石混凝土层间抗剪性能及其破坏机理研究,text,参考文献 > Page 86,200
16590,1599,堆石混凝土断裂性能及堆石阻裂机理研究,text,ABSTRACT > Page 33,200
16735,1600,堆石混凝土渐进破坏细观机理研究,text,ABSTRACT > Page 72,200
21931,1163,A Comprehensive Literature Review on the Elastic Modulus of Rock-filled Concrete,text,__stage31_parent__:12:Page 1 > Page 4,200
22711,1318,一类改进的堆石混凝土细观力学模型构建方法,text,__stage31_parent__:15:参考文献: > Page 13,200
25031,1588,堆石混凝土填充性能及界面破坏特性研究,text,__stage31_parent__:45:Abstract > Page 87,200
25122,1589,堆石混凝土大坝施工缝层间强度研究,text,__stage31_parent__:24:4 基于形貌分析的施工缝层间受剪界面研究 > Page 47,200
25436,1594,堆石混凝土强度性能及冻融耐久性的研究,text,__stage31_parent__:70:0 次饱水重 > Page 132,200
35035,1803,基于内聚力模型的堆石混凝土层间界面剪切力学性能研究,text,__stage31_parent__:32:ABSTRACT > Page 65,200
35290,1812,堆石混凝土坝一体化界面粘结性能及其劈裂抗拉破坏机理研究,text,__stage31_parent__:19:ABSTRACT > Page 21,200
39584,2039,堆石混凝土(rock-filled concreteRFC ) 技术是在自密实混凝土(self-compacting concrete,text,Page 1,200
23475,1447,堆石混凝土施工技术在浯溪口水利枢纽工程明渠导墙的应用,text,__stage31_parent__:2:结 语 > Page 3,199
35049,1803,基于内聚力模型的堆石混凝土层间界面剪切力学性能研究,text,__stage31_parent__:46:参考文献 > Page 96,199
15481,1589,堆石混凝土大坝施工缝层间强度研究,text,3 堆石混凝土施工缝层间强度试验结果 > Page 30 > 3.2.2 层间浇筑间隔时间对抗压强度的影响,198
15489,1589,堆石混凝土大坝施工缝层间强度研究,text,"36 h 后,上下层 SCC 近似失去黏结作用,在试样承受水平荷载时,剪切强度完 > Page 40",198
22837,1335,双膨胀源材料层面堆石混凝土剪切性能及微观结构研究,text,__stage31_parent__:0:Page 1,198
23855,1507,整体浇筑堆石混凝土拱坝施工期温度监测与等效均质仿真研究 (1),text,__stage31_parent__:10:参 考 文 献: > Page 11,198
24961,1587,堆石混凝土在某高坝上的应用研究与抗震分析,text,__stage31_parent__:30:PP LE AL > Page 51,198
24980,1587,堆石混凝土在某高坝上的应用研究与抗震分析,text,"__stage31_parent__:49:一、工况三),但应力值依旧在初始荷载附近波动。这表明,对拱坝而言,温度 > Page 95",198
25941,1604,堆石混凝土立方体抗压性能尺寸效应研究,text,__stage31_parent__:29:ABSTRACT > 3.1 引言,198
33772,1886,贵州地区堆石混凝土界面的微观及破坏机理分析,text,"3 章中界面粘结强度试验结果进行对比分析,旨在探究堆石混凝土界面的粘结劈 > Page 109",198
34968,1802,基于SAM与计算机视觉对堆石混凝土坝仓面露石率识别计算研究,text,__stage31_parent__:6:2 Establish a set of computer vision image processing methods for the second time > Page 7,198
38489,1948,"摘要 : 堆石混凝土 ( Rock-Filled Concrete , RFC ) 技术虽具备低水化热与施工便捷的优势 , 但其在寒区 、 大温差环境下",text,RFC SCC > Page 5,198
11270,1352,堆石混凝土(RFC)在布尔津山口电站围堰方案中的设计与应用,text,关键词 > Page 3,197
12555,1469,堆石混凝土筑坝技术的环境影响评价,text,Page 1,197
13077,1510,无损检测方法在大尺寸堆石混凝土试验仓强度检测中的应用研究,text,2 回弹法试验结果与分析 > Page 5,197
22752,1323,中低应变率下堆石混凝土动强度试验研究,text,__stage31_parent__:1:Page 1,197
24233,1569,高强堆石混凝土研制及其特性研究,text,__stage31_parent__:1:Materials,197
30382,1836,堆石混凝土筑坝技术的环境影响评价,text,Page 1,197
36595,1856,柔性网对堆石混凝土坝面层一体化浇筑的影响研究,text,__stage31_parent__:70:参考文献,197
38049,1907,"堆石混凝土 ( Rock-filled Concrete, RFC)",text,1 工程概况 > 1.1 工程简述,197
38474,1947,"摘 要:堆石混凝土(Rock-Filled Concrete,RFC)技术以低水化热与施工便捷的优势在工程中得到广泛应用,堆石粒",text,参考文献,197
42227,2215,"堆石混凝土( Rock-filled Concrete,RFC)技术是首先将",text,2 堆石混凝土技术的逐步实际应用 > Page 3,197
42992,2289,也证实了堆石混凝土筑坝技术,text,2 D ep artm ent ofH yd raulic and H yd rop ow er Engineering,197
11048,1331,北疆严寒地区堆石混凝土围堰施工技术的试验及研究,text,Page 1,196
11905,1406,堆石混凝土徐变影响因素数值分析 (1),text,2 RFC 与 SCC 徐变试验数值模拟 > Page 2,196
14014,1575,基于介观模型的界面和骨料对堆石混凝土压拉强度敏感性影响研究,text,1 中取值 > Page 95,196
15174,1587,堆石混凝土在某高坝上的应用研究与抗震分析,text,RFCf ERFC > Page 54 > 4.1.2 坝体体型参数,196
15246,1588,堆石混凝土填充性能及界面破坏特性研究,text,Abstract > Page 17 > 1.2.3 堆石混凝土填充性能试验研究,196
15313,1588,堆石混凝土填充性能及界面破坏特性研究,text,Abstract > Page 88,196
24088,1542,考虑分层填充的非均质堆石混凝土温度研究,text,__stage31_parent__:12:RFC SCC > Page 9,196
24338,1575,基于介观模型的界面和骨料对堆石混凝土压拉强度敏感性影响研究,text,__stage31_parent__:4:ABSTRACT > Page 6,196
24569,1579,基于贵州地区的堆石混凝土尺寸效应及标准值研究,text,__stage31_parent__:47:6 专用外加剂 型号 HSHG-T - > Page 69,196
25291,1592,堆石混凝土层间界面剪切力学性能研究,text,"__stage31_parent__:47:10 多通道协调加载系统进行试验控制,可同时控制水平作动器和竖向作动器的加 > Page 91",196
26207,1610,堆石混凝土缺陷对尺寸效应的影响研究,text,__stage31_parent__:15:ABSTRACT > Page 21,196
31689,1854,某实际工程堆石混凝土的力学性能及抗渗研究,text,9 最大压力未压坏 > Page 68,196
37577,1887,通仓浇筑堆石混凝土拱坝的温度过程分析,text,__stage31_parent__:47:RFC IIII > Page 85,196
39208,1993,"堆石混凝土 (rock-filled concrete, RFC)",text,1 RFC 宏细观力学性能研究方法 > Page 7 > 1.3.3 细观建模与求解 > 1.3.3.1 参数化建模方法,196
42609,2253,摘 要:堆石混凝土 (RFC) 中堆石与自密实混凝土 (SCC) 形成的骨-胶界面处的粘结性能,text,1 原材料与试验方案 > Page 6,196
9010,1158,Lattice Boltzmann-Discrete Element Modeling Simulation of SCC Flowing Process for Rock-Filled Concrete,text,Page 1,195
13172,1517,水下堆石混凝土可行性研究,text,5 RFC > Page 4,195
26773,1677,Rock-Filled Concrete with Manufactured Sand,text,__stage31_parent__:18:Abstract > 7.4 Mix Design of Superfluid SCC with MS > 7.4.3 Optimization of Mix Proportion of Superfluid SCC with MS > 7.4.3.2 The Influen,195
39252,1993,"堆石混凝土 (rock-filled concrete, RFC)",text,6 参考文献 > Page 23,195
10730,1309,自密实堆石混凝土力学性能的试验研究,text,Page 1,194
15397,1588,堆石混凝土填充性能及界面破坏特性研究,text,Abstract > 6.4 本章小结,194
15400,1588,堆石混凝土填充性能及界面破坏特性研究,text,Abstract > Page 193,194
16716,1600,堆石混凝土渐进破坏细观机理研究,text,ABSTRACT > Page 51,194
24981,1587,堆石混凝土在某高坝上的应用研究与抗震分析,text,"__stage31_parent__:50:一、工况三),但应力值依旧在初始荷载附近波动。这表明,对拱坝而言,温度 > Page 97",194
26005,1606,堆石混凝土结构施工冷缝抗剪性能的研究,text,__stage31_parent__:7:ABSTRACT > Page 7,194
33729,1886,贵州地区堆石混凝土界面的微观及破坏机理分析,text,6 外加剂 堆石混凝土专用外加剂 北京华石纳固科技有限公司 > 3.7 本章小结,194
36190,1848,宾汉姆流体的LBM-DEM方法及自密实混凝土复杂流动研究,text,__stage31_parent__:10:Abstract > Page 10,194
36335,1852,早龄期堆石混凝土骨胶界面剪切强度发展规律及机理研究,text,__stage31_parent__:25:ABSTRACT > Page 37,194
37484,1886,贵州地区堆石混凝土界面的微观及破坏机理分析,text,__stage31_parent__:17:5 利用有限元软件将堆石混凝土视为堆石、自密实混凝土以及两者之间的 > Page 21,194
37497,1886,贵州地区堆石混凝土界面的微观及破坏机理分析,text,__stage31_parent__:30:6 外加剂 堆石混凝土专用外加剂 北京华石纳固科技有限公司 > Page 51,194
39226,1993,"堆石混凝土 (rock-filled concrete, RFC)",text,2 RFC 真实力学性能及承载机理 > Page 15,194
39292,1994,"摘 要:为研究堆石混凝土(RFC)及自密实混凝土(SCC)抗压强度随龄期发展的规律和差异,制备了 5 组不同龄期",text,"26 顾嵋杰,等:堆石混凝土强度随龄期发展规律研究■ > Page 6",194
40595,2149,胶结颗粒料坝——环境友好的新坝型,text,3 The concept and main progress of the rock-filled concrete > 3.2 Strength of RFC,194
22931,1352,堆石混凝土(RFC)在布尔津山口电站围堰方案中的设计与应用,text,__stage31_parent__:3:关键词 > Page 4,193
24188,1560,自密实堆石混凝土堆石率对密实度的影响试验研究,text,__stage31_parent__:0:Page 1,193
24424,1576,基于某实际工程的堆石混凝土力学性能的试验研究,text,__stage31_parent__:33:0 序号 fcu.i > Page 40,193
31664,1854,某实际工程堆石混凝土的力学性能及抗渗研究,text,9 最大压力未压坏 > Page 46,193
33123,1875,自密实堆石混凝土堆石率对密实度的影响试验研究,text,Page 1,193
33162,1880,自密实混凝土在新疆地区堆石混凝土中的研究及应用,text,Abstract,193
34564,1898,Liu 等 - 2024 - Study on the effect of porosity and aperture on the damage characterization of rock-filled concrete,text,Page 1,193
34614,1898,Liu 等 - 2024 - Study on the effect of porosity and aperture on the damage characterization of rock-filled concrete,text,Discussion,193
34622,1898,Liu 等 - 2024 - Study on the effect of porosity and aperture on the damage characterization of rock-filled concrete,text,Discussion > Page 16,193
35379,1814,堆石混凝土坝中预制块模板的稳定性研究,text,__stage31_parent__:0:Page 1,193
36587,1856,柔性网对堆石混凝土坝面层一体化浇筑的影响研究,text,"__stage31_parent__:62:6 种肋条宽度应用到四种孔型中。肋条宽度一方面作为柔性网的重要几何参数,直接 > Page 98",193
37179,1872,胶结面缺陷对堆石混凝土宏观力学性能影响研究,text,__stage31_parent__:26:3 自密实缺陷对堆石混凝土力学性能影响研究 > Page 54,193
37200,1875,自密实堆石混凝土堆石率对密实度的影响试验研究,text,__stage31_parent__:0:Page 1,193
37566,1887,通仓浇筑堆石混凝土拱坝的温度过程分析,text,__stage31_parent__:36:RFC IIII > Page 54,193
38048,1907,"堆石混凝土 ( Rock-filled Concrete, RFC)",text,0 引言,193
38482,1948,"摘要 : 堆石混凝土 ( Rock-Filled Concrete , RFC ) 技术虽具备低水化热与施工便捷的优势 , 但其在寒区 、 大温差环境下",text,1 前言,193
39242,1993,"堆石混凝土 (rock-filled concrete, RFC)",text,6 参考文献 > Page 21,193
39259,1993,"堆石混凝土 (rock-filled concrete, RFC)",text,6 参考文献 > Page 24,193
39267,1993,"堆石混凝土 (rock-filled concrete, RFC)",text,6 参考文献 > Page 26,193
39282,1994,"摘 要:为研究堆石混凝土(RFC)及自密实混凝土(SCC)抗压强度随龄期发展的规律和差异,制备了 5 组不同龄期",text,Page 1,193
39510,2032,"堆石混凝土( Rock-filled Concrete, RFC)是一种将大",text,参考文献,193
40666,2153,"先 采 用自密实堆石混凝土技术 (Rock Filled Concrete,简称 RFC )",text,2 设计方案的比较与选择 > Page 2,193
9879,1213,Experimental Research on the Properties of Rock-Filled Concrete,text,Experimental Research on the Properties of Rock-Filled Concrete > Abstract,192
11442,1367,堆石混凝土在大体积混凝土中的温度场分析,text,关键词:,192
13256,1529,浅谈堆石混凝土施工中的质量控制,text,1 质量检测方法概述,192
16120,1594,堆石混凝土强度性能及冻融耐久性的研究,text,0 次饱水重 > Page 123,192
17699,1610,堆石混凝土缺陷对尺寸效应的影响研究,text,1 sinFf φσσ φ > Page 52,192
21773,1159,Experimental Research on the Properties of Rock-Filled Concrete,text,__stage31_parent__:9:Page 1 > Page 4,192
21805,1159,Experimental Research on the Properties of Rock-Filled Concrete,text,__stage31_parent__:41:Page 1 > Page 11,192
24911,1586,堆石混凝土力学及冻融损伤性能的细观数值仿真试验研究,text,__stage31_parent__:27:3 堆石混凝土细观有限元模型建立方法研究 > Page 44,192
26054,1607,堆石混凝土绝热温升试验与温升机制研究,text,__stage31_parent__:17:ABSTRACT > Page 19,192
28884,1805,基于正交各向异性本构的堆石混凝土胶结面强度研究,text,ABSTRACT > 1.1 研究背景及意义,192
29853,1819,堆石混凝土坝渗流的分析及模拟研究,text,ABSTRACT > Page 14,192
30600,1839,堆石混凝土重力坝监测资料的正反分析和安全评价,text,一、单元计算的数学原理 > Page 58 > 5.4.2 防渗帷幕,192
35266,1810,堆石混凝土与胶凝砂砾石复合材料坝研究,text,__stage31_parent__:37:EHPhWH HR PT > Page 91,192
23323,1415,堆石混凝土技术在水库大坝施工中的应用,text,__stage31_parent__:1:3 堆石混凝土重力坝设计要点,191
25205,1591,堆石混凝土层间抗剪性能及其破坏机理研究,text,__stage31_parent__:20:ABSTRACT > 2.1 原材料 > 2.1.1 水泥,191
14704,1582,堆石混凝土三维有限元随机仿真模型的研究,text,set environ > Page 88,190
16114,1594,堆石混凝土强度性能及冻融耐久性的研究,text,0 次饱水重 > Page 117,190
17578,1609,堆石混凝土综合性能试验与温度应力研究,text,"4 通过控制温控开关,并使用循环水泵使桶内水温保持恒定。用长杆温度 > Page 34",190
22535,1299,建筑废弃混凝土再生利用新技术的试验研究,text,__stage31_parent__:2:引言 > Page 2,190
25044,1588,堆石混凝土填充性能及界面破坏特性研究,text,__stage31_parent__:58:Abstract > Page 122,190
25689,1599,堆石混凝土断裂性能及堆石阻裂机理研究,text,__stage31_parent__:46:参考文献,190
29540,1814,堆石混凝土坝中预制块模板的稳定性研究,text,ABSTRACT > Page 12,190
42612,2253,摘 要:堆石混凝土 (RFC) 中堆石与自密实混凝土 (SCC) 形成的骨-胶界面处的粘结性能,text,2 结果及分析 > 2.2 界面特性对剪切强度的影响,190
12215,1438,堆石混凝土施工技术与工程应用,text,Abstract: > Page 2,189
13323,1536,石门河水库大坝自密实堆石混凝土施工技术研究,text,2 自密实堆石混凝土简介,189
13973,1575,基于介观模型的界面和骨料对堆石混凝土压拉强度敏感性影响研究,text,1 中取值 > Page 44,189
15212,1587,堆石混凝土在某高坝上的应用研究与抗震分析,text,参考文献,189
16023,1594,堆石混凝土强度性能及冻融耐久性的研究,text,二、非线性效应 > Page 30,189
17674,1610,堆石混凝土缺陷对尺寸效应的影响研究,text,ABSTRACT > 3.6 应变速率对抗压性能的影响 > 3.6.1 抗压强度,189
22019,1165,3D mesoscopic numerical investigation on the uniaxial compressive behavior of rock-filled concrete with different ITZ and aggregate properties,text,__stage31_parent__:3:Page 1 > Page 2,189
22266,1283,Pilot Study on Vibrated Rock-filled Concrete,text,__stage31_parent__:2:1 Introduction,189
22929,1352,堆石混凝土(RFC)在布尔津山口电站围堰方案中的设计与应用,text,__stage31_parent__:1:关键词 > Page 2,189
23995,1530,清平水库补水工程堆石混凝土坝质量检测,text,__stage31_parent__:3:2 抗渗性能检测,189
24229,1568,高强堆石混凝土研制及其特性研究 (1),text,__stage31_parent__:2:1 高强堆石混凝土 > Page 2,189
24234,1569,高强堆石混凝土研制及其特性研究,text,__stage31_parent__:2:1 高强堆石混凝土 > Page 2,189
24247,1572,高自密实性堆石混凝土的试验分析,text,__stage31_parent__:3:4 堆石混凝土现场试验,189
25613,1598,堆石混凝土拱坝施工期温度应力研究,text,__stage31_parent__:22:Abstract > Page 43,189
33520,1884,自密实砂浆堆石混凝土性能研究,text,摘 要,189
37385,1883,自密实砂浆充填堆石混凝土试验研究,text,__stage31_parent__:13:Abstract > Page 20,189
38141,1914,严寒地区水库大坝高自密实性堆石混凝土现场试验研究,text,关键词,189
41071,2190,"1 ) 大坝堆石混凝土施工流程 , 如图 1 所示",text,1 工程概况,189
13398,1541,考虑分层填充的非均质堆石混凝土温度研究 (1),text,1 非均质堆石混凝土仿真模型 > 1.3 模型边界条件与材料参数反演,188
15090,1586,堆石混凝土力学及冻融损伤性能的细观数值仿真试验研究,text,5 堆石混凝土冻融损伤性能的细观数值仿真试验研究 > Page 62,188
16107,1594,堆石混凝土强度性能及冻融耐久性的研究,text,二、非线性效应 > Page 111,188
21859,1161,A Brief Review of Rock-Filled Concrete Dams and Prospects for Next-Generation Concrete Dam Construction Technology,text,__stage31_parent__:10:Page 1 > Page 4,188
23614,1468,堆石混凝土筑坝技术在遵义的推广应用,text,__stage31_parent__:4:结论: > Page 4,188
24350,1575,基于介观模型的界面和骨料对堆石混凝土压拉强度敏感性影响研究,text,__stage31_parent__:16:ABSTRACT > Page 26,188
24874,1585,堆石混凝土劈拉性能尺寸效应研究,text,__stage31_parent__:39:ABSTRACT > Page 65,188
25575,1597,堆石混凝土抗拉性能及劈裂抗拉破坏机理,text,__stage31_parent__:41:ABSTRACT > Page 66 > 4.4.3 裂纹发展过程对比分析,188
25967,1604,堆石混凝土立方体抗压性能尺寸效应研究,text,__stage31_parent__:55:参考文献,188
31392,1852,早龄期堆石混凝土骨胶界面剪切强度发展规律及机理研究,text,ABSTRACT > 1.3 研究内容,188
38576,1954,"摘 要: 采用自密实混凝土作为堆石混凝土坝的抗冲磨层并与坝体进行一体化浇筑成型是一种新构造,其中抗冲磨",text,1 研究背景 > Page 3,188
25162,1590,堆石混凝土导热系数试验及预测模型研究,text,__stage31_parent__:20:ABSTRACT > Page 29,187
29450,1813,堆石混凝土坝中预制块模板的侧压力研究,text,"4 根据研究所的及结论,提出相应的施工建议,确保模板工程的经济和安 > Page 31",187
29458,1813,堆石混凝土坝中预制块模板的侧压力研究,text,1 坍落度影响对比,187
32793,1869,粉煤灰掺量对堆石混凝土绝热温升值影响的试验研究及拱坝温度过程分析,text,"(四)第四类边界条件。第四类边界条件情况指两者均为固体的材料相互接触,且接触条件好,热流 > 3.1 试验设备及原理 > 3.1.2 设备结构特点和主要技术参数",187
12198,1437,堆石混凝土施工层面结合质量影响因素的试验研究,text,Page 1,186
12590,1473,堆石混凝土系列技术在西部水电工程中的应用,text,Page 1,186
13030,1508,整体浇筑堆石混凝土拱坝施工期温度监测与等效均质仿真研究,text,参 考 文 献: > Page 11,186
13179,1518,水利堤坝修复中堆石混凝土在有限施工空间下的施工质量控制 (1),text,3 解决有限施工空间下堆石混凝土施工问题的创 > 3.2 优化施工流程以提升堆石混凝土的整体质量,186
13949,1575,基于介观模型的界面和骨料对堆石混凝土压拉强度敏感性影响研究,text,ABSTRACT > Page 14,186
15166,1587,堆石混凝土在某高坝上的应用研究与抗震分析,text,PP LE AL > Page 48 > 3.3.2 劈裂抗拉强度,186
15799,1592,堆石混凝土层间界面剪切力学性能研究,text,"10 多通道协调加载系统进行试验控制,可同时控制水平作动器和竖向作动器的加 > Page 56",186
15810,1592,堆石混凝土层间界面剪切力学性能研究,text,"10 多通道协调加载系统进行试验控制,可同时控制水平作动器和竖向作动器的加 > Page 67",186
16287,1596,堆石混凝土抗压强度的尺寸效应研究,text,"3 的过程中,骨料内部的高应力区域缩减,仅切割截面中心处的部分区域还维持高应力,加 > Page 57",186
16295,1596,堆石混凝土抗压强度的尺寸效应研究,text,5 堆石率对堆石混凝土力学性能的影响研究 > Page 66,186
16354,1597,堆石混凝土抗拉性能及劈裂抗拉破坏机理,text,ABSTRACT > 1.2 国内外研究现状 > 1.2.1 堆石混凝土劈裂抗拉性能研究现状,186
16410,1597,堆石混凝土抗拉性能及劈裂抗拉破坏机理,text,ABSTRACT > Page 75,186
