chunk_id,document_id,source_image_path,status,caption,caption_page_num,error
50800,20,data/images/20/page24_img1.png,captioned,"Fig. 33 a UCS and b Elastic modulus (E) and their normalized values relative to those of pure concrete (UCSConcrete and Econcrete) versus cubic RFC sample size (L) for different local bond defect probability (k), (k = 0, k = 5, k = 10, k = 20, k = 30 and k = 50)",24,
33883,20,data/images/20/page2_img1.png,captioned,Fig. 1 Rock-ﬁlled concrete construction using rock boulders and self-compacting concrete,2,
33884,20,data/images/20/page3_img1.png,captioned,Fig. 2 A schematic illustration of PD discretization. x and x0 are two adjacent material points separated by a distance n within the neighborhood Hx around x with a radius of d,3,
33885,20,data/images/20/page3_img2.png,captioned,"Fig. 3 Schematic illustration of the Touch-Aware contact model. xi and x j represent a pair of material points in touch. D is the dimensionless overlap ratio, Nxi is contact normal vector, rxi is contact point radius and Lxi is contact neighborhood of xj with radius of rc xi. Direct and indirect contacting material points are identiﬁed with different shades of green and red, respectively",3,
34487,20,data/images/20/page4_img1.png,captioned,"Fig. 4 a Lyutang dam site: b the parent RFC blocks, c cut blocks for laboratory analyses, and d RFC samples, from [28]",4,
34488,20,data/images/20/page4_img2.png,captioned,"Fig. 5 Cross-sections of RFC samples with small-scale defects, from [28]",4,
34489,20,data/images/20/page5_img1.png,captioned,"Fig. 6 a Rock boulders, b tetrahedron discretization, and c PD discretization",5,
34490,20,data/images/20/page5_img2.png,captioned,"Fig. 7 PD visualization of rock boulders: a before condensing, b after condensing. c 3D contact force density plot for PD rock aggregate. The outlines of rock boulders are identiﬁed with blue lines",5,
34491,20,data/images/20/page5_img3.png,captioned,"Fig. 8 A schematic of interfacial transition zone (ITZ) in the present PD model. The ﬁgures shows material points for rock and SCC phases, and black and red dashed lines represent internal and interfacial bonds, respectively. The region between two red dash-dot lines is recognized as ITZ",5,
34697,20,data/images/20/page7_img1.png,captioned,"Fig. 9 3D visualizations of generated RFC samples: (a) C-300, (b) C-450, (c) C-600, (d) C-900, (e) C-1200 and (f) C-900. SCC and rock particles are identiﬁed in blue and red, respectively",7,
34698,20,data/images/20/page8_img1.png,captioned,"Fig. 10 a Experimental setup for the uniaxial compression test, b PD model conﬁguration for uniaxial compression test, including a 3D damage plot of failure, and c PD stress–strain curves from uniaxial compression test for limestone and SCC",8,
33887,21,data/images/21/page3_img2.png,captioned,图2 随机堆放的块石,3,
33888,21,data/images/21/page3_img3.png,captioned,图3 堆石混凝土1＃试件,3,
33889,21,data/images/21/page4_img1.png,captioned,图4 堆石混凝土分区强度分布,4,
34493,21,data/images/21/page4_img2.png,captioned,图5 试件抗弯强度试验,4,
33891,21,data/images/21/page4_img3.png,captioned,图6 1＃试件弯曲强度试验破坏断面,4,
33892,21,data/images/21/page5_img1.png,captioned,图7 堆石混凝土拱坝或重力坝,5,
33893,21,data/images/21/page5_img2.png,captioned,图8 堆石混凝土心墙堆石坝,5,
33894,21,data/images/21/page5_img3.png,captioned,图9 堆石混凝土堆石混合坝,5,
33909,137,data/images/137/page10_img1.png,no_caption,,0,
33910,137,data/images/137/page10_img2.png,no_caption,,0,
33911,137,data/images/137/page10_img4.png,captioned,Fig. 12 Typical failure process of VRFC samples.,10,
33895,137,data/images/137/page2_img1.png,captioned,"Fig. 1 Schematic diagram of slump-flow test under vibration. 1 - slump flow cone, 2 - steel plate, 3 - plate vibrator, 4 - OPC mixture, 5- camera.",2,
33896,137,data/images/137/page2_img3.png,captioned,"Fig. 1 Schematic diagram of slump-flow test under vibration. 1 - slump flow cone, 2 - steel plate, 3 - plate vibrator, 4 - OPC mixture, 5- camera.",2,
33897,137,data/images/137/page3_img1.png,no_caption,,0,
33898,137,data/images/137/page4_img1.png,no_caption,,0,
33899,137,data/images/137/page4_img2.png,no_caption,,0,
33900,137,data/images/137/page4_img3.png,no_caption,,0,
33901,137,data/images/137/page4_img4.png,captioned,Fig. 4 OPC after the slump-flow test under vibration.,4,
33902,137,data/images/137/page5_img1.png,no_caption,,0,
33903,137,data/images/137/page6_img1.png,no_caption,,0,
33904,137,data/images/137/page7_img1.png,captioned,Fig. 7 Surface of VRFC after vibration.,7,
33905,137,data/images/137/page7_img2.png,no_caption,,0,
33906,137,data/images/137/page7_img4.png,captioned,Fig. 8 Schematic diagram of the borehole location (top view).,7,
33907,137,data/images/137/page7_img8.png,no_caption,,0,
33908,137,data/images/137/page9_img1.png,no_caption,,0,
33912,138,data/images/138/page1_img1.png,no_caption,,0,
34496,138,data/images/138/page1_img4.png,no_caption,,0,
34498,138,data/images/138/page4_img1.png,captioned,Figure 1. Accumulation states of iron (a) ore tailing sand and (b) phosphogypsum.,4,
33918,138,data/images/138/page4_img2.png,captioned,Figure 1. Accumulation states of iron (a) ore tailing sand and (b) phosphogypsum.,4,
33919,138,data/images/138/page4_img3.png,captioned,Figure 1. Accumulation states of iron (a) ore tailing sand and (b) phosphogypsum.,4,
34499,138,data/images/138/page4_img4.png,captioned,Figure 1. Accumulation states of iron (a) ore tailing sand and (b) phosphogypsum.,4,
33921,138,data/images/138/page5_img1.png,captioned,Figure 4. Mould schematic diagram for pressure forming method.,5,
33922,138,data/images/138/page5_img2.png,captioned,Figure 4. Mould schematic diagram for pressure forming method.,5,
33923,138,data/images/138/page6_img1.png,captioned,Figure 5. Deformation of the inner wall of the mould by ﬁnite element calculation.,6,
