url,category,trust_level,notes
https://www.tsinghua.edu.cn/info/1181/55329.htm,????,high,tsinghua public article seed for to1000
https://www.tsinghua.edu.cn/info/1181/55330.htm,????,high,tsinghua public article seed for to1000
https://www.tsinghua.edu.cn/info/1181/55333.htm,????,high,tsinghua public article seed for to1000
https://www.tsinghua.edu.cn/info/1181/55335.htm,????,high,tsinghua public article seed for to1000
https://www.tsinghua.edu.cn/info/1181/55337.htm,????,high,tsinghua public article seed for to1000
https://www.tsinghua.edu.cn/info/1181/55339.htm,????,high,tsinghua public article seed for to1000
https://www.tsinghua.edu.cn/info/1181/55341.htm,????,high,tsinghua public article seed for to1000
https://www.tsinghua.edu.cn/info/1181/55343.htm,????,high,tsinghua public article seed for to1000
https://www.tsinghua.edu.cn/info/1181/55302.htm,????,high,tsinghua public article seed for to1000
https://www.tsinghua.edu.cn/info/1181/55304.htm,????,high,tsinghua public article seed for to1000
https://www.tsinghua.edu.cn/info/1181/55306.htm,????,high,tsinghua public article seed for to1000
https://www.tsinghua.edu.cn/info/1181/55309.htm,????,high,tsinghua public article seed for to1000
https://www.tsinghua.edu.cn/info/1181/55311.htm,????,high,tsinghua public article seed for to1000
https://www.tsinghua.edu.cn/info/1181/55313.htm,????,high,tsinghua public article seed for to1000
https://www.tsinghua.edu.cn/info/1181/55315.htm,????,high,tsinghua public article seed for to1000
https://www.tsinghua.edu.cn/info/1181/55317.htm,????,high,tsinghua public article seed for to1000
https://www.tsinghua.edu.cn/info/1181/55319.htm,????,high,tsinghua public article seed for to1000
